Nitab20g005930.1	Nitab17g037690.1
Nitab20g007080.1	Nitab24g023800.1
Nitab20g007770.1	Nitab12g023570.1
Nitab20g007780.1	Nitab09g015150.1
Nitab20g007950.1	Nitab12g010200.1
Nitab20g009520.1	Nitab09g014530.1
Nitab20g010310.1	Nitab12g010990.1
Nitab20g010320.1	Nitab24g019700.1
Nitab20g011390.1	Nitab12g011130.1
Nitab20g012090.1	Nitab17g018240.1
Nitab20g013690.1	Nitab22g021390.1
Nitab20g013780.1	Nitab24g016340.1
Nitab20g015020.1	Nitab15g019520.1
Nitab20g017780.1	Nitab23g005060.1
Nitab20g018630.1	Nitab17g007520.1
Nitab20g018680.1	Nitab15g011930.1
Nitab20g020220.1	Nitab22g014100.1
Nitab20g020430.1	Nitab15g009840.1
Nitab20g020470.1	Nitab15g009970.1
Nitab20g021260.1	Nitab19g034010.1
Nitab20g022660.1	Nitab21g013600.1
Nitab20g023810.1	Nitab14g009960.1
Nitab08g005860.1	Nitab04g006040.1
Nitab08g005940.1	Nitab04g006380.1
Nitab08g006220.1	Nitab15g010200.1
Nitab08g006260.1	Nitab15g010150.1
Nitab08g006370.1	Nitab22g014050.1
Nitab08g006630.1	Nitab04g008420.1
Nitab08g006990.1	Nitab22g009860.1
Nitab08g007230.1	Nitab04g011730.1
Nitab08g007580.1	Nitab18g025980.1
Nitab08g009940.1	Nitab17g033210.1
Nitab08g010470.1	Nitab22g006020.1
Nitab08g010980.1	Nitab14g010850.1
Nitab08g011180.1	Nitab12g006410.1
Nitab08g013660.1	Nitab12g012830.1
Nitab08g016010.1	Nitab22g020560.1
Nitab08g017310.1	Nitab09g019050.1
Nitab08g018020.1	Nitab22g018970.1
Nitab08g018110.1	Nitab22g022860.1
Nitab08g020730.1	Nitab04g015200.1
Nitab08g021120.1	Nitab22g021800.1
Nitab08g021540.1	Nitab24g018450.1
Nitab08g022070.1	Nitab19g030710.1
Nitab08g022670.1	Nitab23g029470.1
Nitab08g023050.1	Nitab10g005180.1
Nitab08g023140.1	Nitab21g013520.1
Nitab08g023260.1	Nitab02g016120.1
Nitab08g023970.1	Nitab21g014270.1
Nitab08g024190.1	Nitab02g018910.1
Nitab08g024490.1	Nitab02g018550.1
Nitab08g026580.1	Nitab21g018130.1
Nitab08g026960.1	Nitab02g027660.1
Nitab08g029260.1	Nitab21g020610.1
Nitab08g029660.1	Nitab21g021090.1
Nitab08g029410.1	Nitab18g024630.1
Nitab08g029610.1	Nitab21g021040.1
Nitab08g029810.1	Nitab21g021280.1
Nitab09g005650.1	Nitab17g020000.1
Nitab09g006000.1	Nitab21g021220.1
Nitab09g006800.1	Nitab21g020870.1
Nitab09g007830.1	Nitab21g021080.1
Nitab09g020220.1	Nitab04g015400.1
Nitab12g024390.1	Nitab12g013750.1
Nitab06g005970.1	Nitab09g010380.1
Nitab06g006890.1	Nitab04g031250.1
Nitab06g007470.1	Nitab04g030590.1
Nitab06g007740.1	Nitab04g030200.1
Nitab06g008120.1	Nitab18g005110.1
Nitab06g008890.1	Nitab04g028780.1
Nitab06g009480.1	Nitab09g010620.1
Nitab06g011230.1	Nitab21g017590.1
Nitab06g011300.1	Nitab24g013610.1
Nitab06g011450.1	Nitab04g029820.1
Nitab06g014020.1	Nitab13g016920.1
Nitab06g014270.1	Nitab24g013800.1
Nitab06g016650.1	Nitab09g015420.1
Nitab06g016720.1	Nitab04g022170.1
Nitab06g016820.1	Nitab04g010890.1
Nitab06g018090.1	Nitab09g020020.1
Nitab06g019750.1	Nitab13g009400.1
Nitab06g019710.1	Nitab21g011280.1
Nitab06g020060.1	Nitab04g018730.1
Nitab06g021160.1	Nitab04g017510.1
Nitab06g021930.1	Nitab04g017080.1
Nitab06g022150.1	Nitab04g017380.1
Nitab06g022270.1	Nitab04g016610.1
Nitab06g022790.1	Nitab24g016180.1
Nitab06g023110.1	Nitab24g018330.1
Nitab06g023490.1	Nitab04g013880.1
Nitab06g024180.1	Nitab04g015310.1
Nitab06g025710.1	Nitab22g020840.1
Nitab06g028410.1	Nitab04g007450.1
Nitab06g029110.1	Nitab15g009790.1
Nitab06g031210.1	Nitab15g009000.1
Nitab06g032180.1	Nitab04g010600.1
Nitab06g032190.1	Nitab04g010610.1
Nitab06g032680.1	Nitab04g011190.1
Nitab06g033220.1	Nitab04g011780.1
Nitab06g033530.1	Nitab04g012140.1
Nitab06g033470.1	Nitab22g020400.1
Nitab06g033720.1	Nitab04g012320.1
Nitab06g033650.1	Nitab07g031770.1
Nitab06g033950.1	Nitab04g012420.1
Nitab06g034010.1	Nitab22g008000.1
Nitab06g035110.1	Nitab04g013330.1
Nitab13g016300.1	Nitab04g024290.1
Nitab13g025830.1	Nitab11g008110.1
Nitab13g025850.1	Nitab11g007450.1
Nitab13g026010.1	Nitab14g012210.1
Nitab13g026840.1	Nitab23g026530.1
Nitab13g027110.1	Nitab13g009610.1
Nitab03g005490.1	Nitab02g012500.1
Nitab03g008000.1	Nitab17g016120.1
Nitab03g008090.1	Nitab09g021350.1
Nitab03g009260.1	Nitab17g025040.1
Nitab03g016020.1	Nitab17g014080.1
Nitab03g017160.1	Nitab23g021260.1
Nitab03g017690.1	Nitab17g015190.1
Nitab03g017920.1	Nitab14g018330.1
