Nitab20g008250.1	Nitab24g022510.1
Nitab20g008350.1	Nitab19g030360.1
Nitab20g015260.1	Nitab15g021480.1
Nitab20g023410.1	Nitab13g006560.1
Nitab20g025170.1	Nitab15g006000.1
Nitab08g005910.1	Nitab22g013950.1
Nitab08g007640.1	Nitab22g008960.1
Nitab08g011450.1	Nitab12g012730.1
Nitab08g020060.1	Nitab22g016630.1
Nitab08g023150.1	Nitab21g013560.1
Nitab08g024140.1	Nitab21g015060.1
Nitab08g028400.1	Nitab21g020100.1
Nitab08g029380.1	Nitab18g024760.1
Nitab06g005000.1	Nitab19g033700.1
Nitab06g006810.1	Nitab04g031330.1
Nitab06g006960.1	Nitab04g031110.1
Nitab06g013670.1	Nitab13g008140.1
Nitab06g016770.1	Nitab09g015480.1
Nitab06g027770.1	Nitab04g006700.1
Nitab06g028090.1	Nitab23g016070.1
Nitab03g009090.1	Nitab17g014670.1
Nitab03g011380.1	Nitab02g011030.1
Nitab03g014810.1	Nitab24g025100.1
Nitab03g015590.1	Nitab15g012880.1
Nitab03g017060.1	Nitab17g038410.1
Nitab03g019160.1	Nitab24g013680.1
Nitab03g019840.1	Nitab17g015980.1
Nitab03g021480.1	Nitab17g017190.1
Nitab03g029090.1	Nitab22g005250.1
Nitab03g034950.1	Nitab14g021780.1
Nitab11g006760.1	Nitab23g026140.1
Nitab11g008860.1	Nitab13g024530.1
Nitab11g017120.1	Nitab13g015500.1
Nitab11g023420.1	Nitab11g007940.1
Nitab11g024810.1	Nitab13g008000.1
Nitab10g006990.1	Nitab24g009420.1
Nitab10g020130.1	Nitab02g019740.1
Nitab01g005160.1	Nitab23g005480.1
Nitab01g006210.1	Nitab23g006760.1
Nitab01g006640.1	Nitab17g010400.1
Nitab01g006890.1	Nitab04g020650.1
Nitab01g015080.1	Nitab23g017140.1
Nitab01g022390.1	Nitab23g023260.1
Nitab01g025150.1	Nitab02g022290.1
Nitab01g026540.1	Nitab02g017920.1
Nitab16g005120.1	Nitab24g005660.1
Nitab16g006650.1	Nitab11g005420.1
Nitab16g010050.1	Nitab12g007180.1
Nitab16g010590.1	Nitab12g007730.1
Nitab16g010740.1	Nitab12g007910.1
Nitab16g016490.1	Nitab15g011670.1
Nitab16g016620.1	Nitab12g015380.1
Nitab07g020730.1	Nitab19g033850.1
Nitab07g021730.1	Nitab23g015460.1
Nitab07g027180.1	Nitab14g011950.1
Nitab07g028520.1	Nitab13g010050.1
Nitab07g031470.1	Nitab12g019510.1
Nitab07g032260.1	Nitab14g021650.1
Nitab04g020250.1	Nitab09g011150.1
Nitab18g015820.1	Nitab24g014980.1
Nitab18g019550.1	Nitab12g020990.1
Nitab18g023130.1	Nitab09g008390.1
Nitab21g007830.1	Nitab17g030420.1
Nitab21g010300.1	Nitab17g024110.1
Nitab21g012400.1	Nitab21g013170.1
Nitab17g021620.1	Nitab17g038850.1
Nitab05g007380.1	Nitab19g020760.1
Nitab05g010530.1	Nitab24g010050.1
Nitab05g011650.1	Nitab17g007340.1
