Nsyl,Ntom,HEB,p_value,q_value
Nitab20g006780.1,Nitab24g024020.1,-6.698483079258502,0.0,0.0
Nitab20g006910.1,Nitab04g031870.1,-6.133343121055474,0.0,0.0
Nitab20g007280.1,Nitab24g023650.1,-3.554190378042365,0.0,0.0
Nitab20g008250.1,Nitab24g022510.1,-11.350742271240923,0.0,0.0
Nitab20g008350.1,Nitab19g030360.1,-7.914461375315203,0.0,0.0
Nitab20g009300.1,Nitab15g006930.1,-8.322584192223177,0.0,0.0
Nitab20g009590.1,Nitab12g013560.1,-10.648588930996159,0.0,0.0
Nitab20g009630.1,Nitab04g012740.1,-10.232400512445983,0.0,0.0
Nitab20g011490.1,Nitab24g015610.1,-3.8333677681914753,0.0,0.0
Nitab20g012520.1,Nitab02g027420.1,-8.134682875871068,0.0,0.0
Nitab20g013850.1,Nitab04g015130.1,-3.681227296654779,0.0,0.0
Nitab20g015260.1,Nitab15g021480.1,-5.346444219996236,0.0,0.0
Nitab20g015430.1,Nitab15g009780.1,-4.159086011573359,0.0,0.0
Nitab20g017360.1,Nitab12g020540.1,-3.0865749887693683,0.0,0.0
Nitab20g017570.1,Nitab12g019850.1,-4.390664791592457,0.0,0.0
Nitab20g018110.1,Nitab15g012430.1,-5.343460653313953,0.0,0.0
Nitab20g018300.1,Nitab19g008540.1,-11.301077087409057,0.0,0.0
Nitab20g018820.1,Nitab12g015890.1,-5.3242093818911975,0.0,0.0
Nitab20g020080.1,Nitab04g006310.1,-3.741904698924774,0.0,0.0
Nitab20g019900.1,Nitab04g014590.1,-8.78003921833387,0.0,0.0
Nitab20g020740.1,Nitab22g009720.1,-3.673124765294403,0.0,0.0
Nitab20g020350.1,Nitab04g008180.1,-4.4454651360666455,0.0,0.0
Nitab20g021310.1,Nitab04g010680.1,-3.2851208448743003,0.0,0.0
Nitab20g021410.1,Nitab22g009040.1,-5.033323949151135,0.0,0.0
Nitab20g022040.1,Nitab15g008660.1,-3.6751953743687134,0.0,0.0
Nitab20g020800.1,Nitab15g009520.1,-3.7644332541710974,0.0,0.0
Nitab20g023410.1,Nitab13g006560.1,-7.847951440180612,0.0,0.0
Nitab20g024490.1,Nitab19g014960.1,-11.748558062903435,0.0,0.0
Nitab20g025100.1,Nitab09g021590.1,-5.6811150349928425,0.0,0.0
Nitab20g025170.1,Nitab15g006000.1,-10.25865904820313,0.0,0.0
Nitab20g025230.1,Nitab14g010360.1,-10.693159952306907,0.0,0.0
Nitab20g024970.1,Nitab09g021640.1,-3.6647131671555333,0.0,0.0
Nitab08g005080.1,Nitab22g012420.1,-7.642091196601596,0.0,0.0
Nitab08g005910.1,Nitab22g013950.1,-7.758839335810767,0.0,0.0
Nitab08g005920.1,Nitab04g006160.1,-10.302659108421363,0.0,0.0
Nitab08g006080.1,Nitab04g006630.1,-3.8025446383048465,0.0,0.0
Nitab08g006580.1,Nitab23g022760.1,-4.627046072624542,0.0,0.0
Nitab08g007640.1,Nitab22g008960.1,-7.686661856714493,0.0,0.0
Nitab08g009690.1,Nitab17g009990.1,-4.077360173669283,0.0,0.0
Nitab08g010780.1,Nitab17g009210.1,-3.7690077053180473,0.0,0.0
Nitab08g011050.1,Nitab19g015140.1,-4.657761048894209,0.0,0.0
Nitab08g011080.1,Nitab22g005360.1,-6.666684388495334,0.0,0.0
Nitab08g011320.1,Nitab22g011960.1,-4.096858842852791,0.0,0.0
Nitab08g011390.1,Nitab15g021080.1,-7.855842682185934,0.0,0.0
Nitab08g011450.1,Nitab12g012730.1,-5.726794290238897,0.0,0.0
Nitab08g011750.1,Nitab22g010320.1,-3.085995016672483,0.0,0.0
Nitab08g012510.1,Nitab22g010620.1,-3.661261767516339,0.0,0.0
Nitab08g013050.1,Nitab23g024080.1,-4.916368034928124,0.0,0.0
Nitab08g015000.1,Nitab22g016520.1,-6.902920128759414,0.0,0.0
Nitab08g015080.1,Nitab24g018390.1,-8.979114693324295,0.0,0.0
Nitab08g015960.1,Nitab04g014930.1,-4.622039153548718,0.0,0.0
Nitab08g017250.1,Nitab04g027510.1,-5.521032137781065,0.0,0.0
Nitab08g017260.1,Nitab08g015680.1,-4.228444171046971,0.0,0.0
Nitab08g017480.1,Nitab09g019410.1,-3.048045280108814,0.0,0.0
Nitab08g017880.1,Nitab13g018410.1,-3.4336778025426264,0.0,0.0
Nitab08g018760.1,Nitab02g009030.1,-5.940378910388304,0.0,0.0
Nitab08g019210.1,Nitab15g016310.1,-4.44132042030836,0.0,0.0
Nitab08g019430.1,Nitab22g017760.1,-5.259192179207417,0.0,0.0
Nitab08g019700.1,Nitab22g016240.1,-6.769754037299915,0.0,0.0
Nitab08g019740.1,Nitab22g016230.1,-3.894887967595891,0.0,0.0
Nitab08g020060.1,Nitab22g016630.1,-8.17020601106475,0.0,0.0
Nitab08g021850.1,Nitab04g019230.1,-4.486639275684911,0.0,0.0
Nitab08g021860.1,Nitab15g015460.1,-7.17708859854942,0.0,0.0
Nitab08g023150.1,Nitab21g013560.1,-6.748666027313125,0.0,0.0
Nitab08g023650.1,Nitab21g015400.1,-8.230826541211265,0.0,0.0
Nitab08g024140.1,Nitab21g015060.1,-12.245816313512908,0.0,0.0
Nitab08g024640.1,Nitab02g018390.1,-8.06366869179626,0.0,0.0
Nitab08g024850.1,Nitab21g015840.1,-7.480064538880121,0.0,0.0
Nitab08g025870.1,Nitab21g017140.1,-3.908112448091898,0.0,0.0
Nitab08g026430.1,Nitab13g016550.1,-3.5200788188287353,0.0,0.0
Nitab08g026640.1,Nitab21g018160.1,-4.14135632558702,0.0,0.0
Nitab08g027170.1,Nitab02g025910.1,-4.845705747372928,0.0,0.0
Nitab08g027810.1,Nitab13g013740.1,-6.969860988923833,0.0,0.0
Nitab08g028400.1,Nitab21g020100.1,-6.564235480444325,0.0,0.0
Nitab08g029380.1,Nitab18g024760.1,-10.928267249777903,0.0,0.0
Nitab08g029860.1,Nitab18g025640.1,-8.788827753267567,0.0,0.0
Nitab09g006570.1,Nitab04g027170.1,-10.563053979737465,0.0,0.0
Nitab09g006860.1,Nitab18g024730.1,-6.297282197895622,0.0,0.0
Nitab09g007610.1,Nitab09g008340.1,-4.082704381363165,0.0,0.0
Nitab06g005000.1,Nitab19g033700.1,-7.697656054202506,0.0,0.0
Nitab06g006180.1,Nitab04g031950.1,-7.262533134966329,0.0,0.0
Nitab06g006810.1,Nitab04g031330.1,-8.995128116618737,0.0,0.0
Nitab06g006960.1,Nitab04g031110.1,-5.572593646428917,0.0,0.0
Nitab06g007290.1,Nitab04g030760.1,-4.852614478951192,0.0,0.0
Nitab06g007350.1,Nitab04g030710.1,-4.702782907089123,0.0,0.0
Nitab06g008180.1,Nitab04g027680.1,-5.495133237856685,0.0,0.0
Nitab06g009060.1,Nitab06g009080.1,-8.10686177670223,0.0,0.0
Nitab06g009250.1,Nitab19g020870.1,-5.38561339171869,0.0,0.0
Nitab06g010590.1,Nitab15g018390.1,-8.34820833507282,0.0,0.0
Nitab06g011540.1,Nitab21g012880.1,-4.444393868570916,0.0,0.0
Nitab06g011840.1,Nitab19g019800.1,-5.486247321134671,0.0,0.0
Nitab06g012040.1,Nitab04g029980.1,-4.907214782221422,0.0,0.0
Nitab06g012530.1,Nitab02g010470.1,-6.166780780728339,0.0,0.0
Nitab06g013670.1,Nitab13g008140.1,-10.134547365189777,0.0,0.0
Nitab06g014110.1,Nitab22g013470.1,-7.867093971867491,0.0,0.0
Nitab06g014310.1,Nitab19g021750.1,-6.088879610036262,0.0,0.0
Nitab06g015200.1,Nitab02g005480.1,-5.734318985921432,0.0,0.0
Nitab06g015710.1,Nitab19g013590.1,-3.1692313465481896,0.0,0.0
Nitab06g016180.1,Nitab13g015540.1,-3.512281515167011,0.0,0.0
Nitab06g016770.1,Nitab09g015480.1,-7.248871278928502,0.0,0.0
Nitab06g018250.1,Nitab19g030750.1,-10.246972113231136,0.0,0.0
Nitab06g019190.1,Nitab17g007970.1,-6.416762829491094,0.0,0.0
Nitab06g019420.1,Nitab12g010220.1,-4.651369401198108,0.0,0.0
Nitab06g019810.1,Nitab04g019240.1,-4.408200990726063,0.0,0.0
Nitab06g021020.1,Nitab21g011820.1,-4.456083937566807,0.0,0.0
Nitab06g021650.1,Nitab04g016590.1,-6.692950093614984,0.0,0.0
Nitab06g022750.1,Nitab04g018130.1,-3.950854459782377,0.0,0.0
Nitab06g023190.1,Nitab04g015800.1,-6.612540580378326,0.0,0.0
Nitab06g023900.1,Nitab09g013410.1,-3.9475436924779643,0.0,0.0
Nitab06g024220.1,Nitab12g021090.1,-3.320931000417701,0.0,0.0
Nitab06g024600.1,Nitab22g020350.1,-4.428604856396413,0.0,0.0
Nitab06g024630.1,Nitab04g014900.1,-4.215004446195339,0.0,0.0
Nitab06g027260.1,Nitab04g006260.1,-4.908057477460309,0.0,0.0
Nitab06g027770.1,Nitab04g006700.1,-6.975988514229739,0.0,0.0
Nitab06g028090.1,Nitab23g016070.1,-9.961293547553772,0.0,0.0
Nitab06g028710.1,Nitab15g010020.1,-4.342606420680752,0.0,0.0
Nitab06g029350.1,Nitab22g015460.1,-5.172944537198299,0.0,0.0
Nitab06g029530.1,Nitab22g014250.1,-3.724907192261121,0.0,0.0
Nitab06g029920.1,Nitab13g013510.1,-4.094722881624101,0.0,0.0
Nitab06g030350.1,Nitab04g009410.1,-6.742848875251584,0.0,0.0
Nitab06g033710.1,Nitab04g012330.1,-3.363226391924677,0.0,0.0
Nitab13g013360.1,Nitab15g013900.1,-3.450293290579188,0.0,0.0
Nitab13g016970.1,Nitab22g013660.1,-3.547467141067204,0.0,0.0
Nitab13g017440.1,Nitab21g018290.1,-3.4761656364697613,0.0,0.0
Nitab13g017420.1,Nitab02g027300.1,-4.736612620899067,0.0,0.0
Nitab13g027130.1,Nitab02g012160.1,-4.138015675916877,0.0,0.0
Nitab03g006030.1,Nitab14g008820.1,-3.3506927855205557,0.0,0.0
Nitab03g006100.1,Nitab17g010930.1,-5.046272348055776,0.0,0.0
Nitab03g006190.1,Nitab02g012770.1,-3.412503821853563,0.0,0.0
Nitab03g006620.1,Nitab09g019260.1,-8.111255673485157,0.0,0.0
Nitab03g007310.1,Nitab17g017520.1,-4.512786647696877,0.0,0.0
Nitab03g007860.1,Nitab17g028250.1,-4.438700299466511,0.0,0.0
Nitab03g008880.1,Nitab17g014690.1,-6.067060557079764,0.0,0.0
Nitab03g008780.1,Nitab17g038020.1,-5.941442034307307,0.0,0.0
Nitab03g009090.1,Nitab17g014670.1,-7.284387367157466,0.0,0.0
Nitab03g009200.1,Nitab17g038620.1,-6.958440190047683,0.0,0.0
Nitab03g009660.1,Nitab17g023970.1,-3.231496358755294,0.0,0.0
Nitab03g011380.1,Nitab02g011030.1,-7.078420292037628,0.0,0.0
Nitab03g011750.1,Nitab13g007050.1,-8.398443175683648,0.0,0.0
Nitab03g012390.1,Nitab17g020420.1,-4.019442058822598,0.0,0.0
Nitab03g012870.1,Nitab14g019110.1,-4.401704105784457,0.0,0.0
Nitab03g013070.1,Nitab02g007550.1,-8.339980231651584,0.0,0.0
Nitab03g014800.1,Nitab17g039560.1,-4.457502779620886,0.0,0.0
Nitab03g014810.1,Nitab24g025100.1,-8.491333785148587,0.0,0.0
Nitab03g015110.1,Nitab17g039380.1,-4.176184805292551,0.0,0.0
Nitab03g015590.1,Nitab15g012880.1,-6.435213629178092,0.0,0.0
Nitab03g015790.1,Nitab17g023870.1,-4.490575508444819,0.0,0.0
Nitab03g016320.1,Nitab09g011330.1,-7.90127727824293,0.0,0.0
Nitab03g016470.1,Nitab17g024390.1,-6.149548244540117,0.0,0.0
Nitab03g017060.1,Nitab17g038410.1,-10.301460617145878,0.0,0.0
Nitab03g016980.1,Nitab22g012690.1,-8.490337695420767,0.0,0.0
Nitab03g018180.1,Nitab14g010100.1,-3.41623890998922,0.0,0.0
Nitab03g018730.1,Nitab14g018530.1,-5.505962553876806,0.0,0.0
Nitab03g018860.1,Nitab17g037080.1,-3.7983874308982912,0.0,0.0
Nitab03g019160.1,Nitab24g013680.1,-6.097679305533775,0.0,0.0
Nitab03g019710.1,Nitab17g036280.1,-3.626551974022856,0.0,0.0
Nitab03g019840.1,Nitab17g015980.1,-6.250001634479437,0.0,0.0
Nitab03g021480.1,Nitab17g017190.1,-9.77936255680335,0.0,0.0
Nitab03g021100.1,Nitab04g027260.1,-5.231423623725218,0.0,0.0
Nitab03g021900.1,Nitab17g023410.1,-4.806370569645592,0.0,0.0
Nitab03g022240.1,Nitab17g039480.1,-7.282040308127361,0.0,0.0
Nitab03g023440.1,Nitab17g032780.1,-4.793867338590996,0.0,0.0
Nitab03g024420.1,Nitab03g025170.1,-3.898187112286793,0.0,0.0
Nitab03g024530.1,Nitab03g025060.1,-3.207115443733481,0.0,0.0
Nitab03g023110.1,Nitab17g033050.1,-3.674385689456183,0.0,0.0
Nitab03g026680.1,Nitab23g024800.1,-6.254674376569744,0.0,0.0
Nitab03g027130.1,Nitab19g023790.1,-6.50104932326477,0.0,0.0
Nitab03g028300.1,Nitab17g030210.1,-3.9253260862228396,0.0,0.0
Nitab03g029090.1,Nitab22g005250.1,-10.105965950377058,0.0,0.0
Nitab03g030360.1,Nitab22g021640.1,-10.777459041362377,0.0,0.0
Nitab03g031920.1,Nitab03g032980.1,-3.369441693549181,0.0,0.0
Nitab03g034480.1,Nitab24g007660.1,-3.788696123432104,0.0,0.0
Nitab03g034190.1,Nitab17g026810.1,-4.481087922549216,0.0,0.0
Nitab03g034950.1,Nitab14g021780.1,-8.00187594045329,0.0,0.0
Nitab11g005190.1,Nitab11g007230.1,-6.876093260244543,0.0,0.0
Nitab11g006740.1,Nitab13g024890.1,-5.35744527875619,0.0,0.0
Nitab11g006760.1,Nitab23g026140.1,-8.954209529067652,0.0,0.0
Nitab11g008860.1,Nitab13g024530.1,-8.098203945111756,0.0,0.0
Nitab11g009230.1,Nitab11g008720.1,-9.295003493323385,0.0,0.0
Nitab11g010930.1,Nitab12g009090.1,-9.182603752835252,0.0,0.0
Nitab11g011780.1,Nitab13g022140.1,-3.5878403058669814,0.0,0.0
Nitab11g014530.1,Nitab24g005390.1,-3.4659208183730286,0.0,0.0
Nitab11g014610.1,Nitab13g012240.1,-7.0497328586979116,0.0,0.0
Nitab11g015310.1,Nitab13g018590.1,-3.891608508761324,0.0,0.0
Nitab11g016850.1,Nitab04g021680.1,-7.36987515792156,0.0,0.0
Nitab11g016970.1,Nitab04g022190.1,-4.61542266359418,0.0,0.0
Nitab11g017120.1,Nitab13g015500.1,-6.796974671192541,0.0,0.0
