Nitab20g005930.1	Nitab17g037690.1
Nitab20g009520.1	Nitab09g014530.1
Nitab20g010310.1	Nitab12g010990.1
Nitab20g013690.1	Nitab22g021390.1
Nitab20g021260.1	Nitab19g034010.1
Nitab08g007230.1	Nitab04g011730.1
Nitab08g018110.1	Nitab22g022860.1
Nitab08g022070.1	Nitab19g030710.1
Nitab08g023140.1	Nitab21g013520.1
Nitab08g026580.1	Nitab21g018130.1
Nitab09g006000.1	Nitab21g021220.1
Nitab09g006800.1	Nitab21g020870.1
Nitab09g020220.1	Nitab04g015400.1
Nitab06g014270.1	Nitab24g013800.1
Nitab06g016650.1	Nitab09g015420.1
Nitab06g019710.1	Nitab21g011280.1
Nitab06g022790.1	Nitab24g016180.1
Nitab06g023490.1	Nitab04g013880.1
Nitab06g029110.1	Nitab15g009790.1
Nitab06g033650.1	Nitab07g031770.1
Nitab13g016300.1	Nitab04g024290.1
Nitab03g017920.1	Nitab14g018330.1
Nitab03g028570.1	Nitab17g016820.1
Nitab03g029560.1	Nitab17g013510.1
Nitab03g035550.1	Nitab17g020710.1
Nitab11g006260.1	Nitab12g018940.1
Nitab11g011860.1	Nitab13g022190.1
Nitab11g013150.1	Nitab04g032470.1
Nitab11g016760.1	Nitab04g021390.1
Nitab11g018210.1	Nitab13g014710.1
Nitab11g026170.1	Nitab04g015700.1
Nitab11g025810.1	Nitab14g014600.1
Nitab10g009040.1	Nitab02g024030.1
Nitab10g009300.1	Nitab16g009190.1
Nitab10g010540.1	Nitab02g009570.1
Nitab10g019340.1	Nitab02g020520.1
Nitab10g020790.1	Nitab12g006870.1
Nitab10g021660.1	Nitab23g025330.1
Nitab10g025310.1	Nitab23g026060.1
Nitab01g006270.1	Nitab15g023770.1
Nitab01g009030.1	Nitab23g018890.1
Nitab01g010630.1	Nitab23g012970.1
Nitab01g011060.1	Nitab13g008850.1
Nitab01g016160.1	Nitab23g018550.1
Nitab01g021600.1	Nitab23g020190.1
Nitab01g023670.1	Nitab23g024350.1
Nitab16g007940.1	Nitab17g011340.1
Nitab16g013560.1	Nitab12g010680.1
Nitab16g021300.1	Nitab15g013010.1
Nitab16g023060.1	Nitab12g020310.1
Nitab16g025860.1	Nitab12g022580.1
Nitab07g007450.1	Nitab24g014090.1
Nitab07g007930.1	Nitab19g034290.1
Nitab07g015460.1	Nitab19g028560.1
Nitab07g024960.1	Nitab14g009870.1
Nitab07g024930.1	Nitab14g009910.1
Nitab07g024870.1	Nitab14g009990.1
Nitab07g030770.1	Nitab19g036010.1
Nitab07g029500.1	Nitab07g031760.1
Nitab07g033280.1	Nitab14g006340.1
Nitab18g018670.1	Nitab17g015440.1
Nitab17g006110.1	Nitab15g008990.1
Nitab17g006320.1	Nitab22g010230.1
Nitab17g022660.1	Nitab23g022050.1
Nitab17g025890.1	Nitab21g010860.1
Nitab05g017680.1	Nitab09g022480.1
Nitab05g022530.1	Nitab01g028010.1
Nitab05g023310.1	Nitab17g024710.1
Nitab05g025190.1	Nitab14g019750.1
Nitab14g005270.1	Nitab14g006030.1
Nitab14g005360.1	Nitab14g006480.1
Nitab14g005350.1	Nitab14g006470.1
Nitab14g005220.1	Nitab14g006000.1
Nitab14g005490.1	Nitab14g006590.1
Nitab14g005790.1	Nitab14g009970.1
Nitab14g006790.1	Nitab14g006140.1
Nitab23g011210.1	Nitab23g008480.1
Nitab22g034730.1	Nitab19g007180.1
Nitab06g016820.1	Nitab04g010890.1
Nitab11g009180.1	Nitab14g009920.1
Nitab01g009830.1	Nitab22g010200.1
Nitab07g015070.1	Nitab22g017150.1
Nitab18g022770.1	Nitab12g016400.1
Nitab07g007900.1	Nitab02g019580.1
Nitab05g023870.1	Nitab15g020970.1
Nitab03g031840.1	Nitab17g021310.1
Nitab07g010190.1	Nitab24g016860.1
Nitab22g024760.1	Nitab22g025080.1
Nitab18g020000.1	Nitab04g007390.1
Nitab11g025590.1	Nitab13g014680.1
Nitab08g023970.1	Nitab21g014270.1
Nitab10g025470.1	Nitab13g013090.1
Nitab20g010320.1	Nitab24g019700.1
Nitab07g012440.1	Nitab19g024700.1
Nitab14g005760.1	Nitab14g009820.1
Nitab13g025850.1	Nitab11g007450.1
Nitab20g020430.1	Nitab15g009840.1
Nitab13g026840.1	Nitab23g026530.1
Nitab01g020090.1	Nitab23g019120.1
Nitab06g005970.1	Nitab09g010380.1
Nitab05g016310.1	Nitab23g029610.1
Nitab10g016820.1	Nitab17g016750.1
Nitab03g009260.1	Nitab17g025040.1
Nitab18g022690.1	Nitab04g029850.1
Nitab08g016010.1	Nitab22g020560.1
Nitab06g016720.1	Nitab04g022170.1
Nitab05g012490.1	Nitab02g007130.1
Nitab11g026720.1	Nitab19g024680.1
Nitab01g013760.1	Nitab02g012240.1
Nitab22g036790.1	Nitab19g005140.1
Nitab03g022450.1	Nitab17g033650.1
Nitab08g029810.1	Nitab21g021280.1
Nitab05g018990.1	Nitab04g030040.1
Nitab08g006220.1	Nitab15g010200.1
Nitab10g022500.1	Nitab13g012660.1
Nitab03g031570.1	Nitab03g033220.1
Nitab18g008020.1	Nitab09g017010.1
Nitab03g008000.1	Nitab17g016120.1
Nitab07g032400.1	Nitab13g006590.1
Nitab07g019430.1	Nitab09g013510.1
Nitab16g015210.1	Nitab12g016230.1
Nitab07g006620.1	Nitab24g013770.1
Nitab24g020820.1	Nitab09g014490.1
Nitab16g020940.1	Nitab15g012860.1
Nitab06g035110.1	Nitab04g013330.1
Nitab08g010470.1	Nitab22g006020.1
Nitab06g028410.1	Nitab04g007450.1
Nitab10g011230.1	Nitab02g010610.1
Nitab06g018090.1	Nitab09g020020.1
Nitab11g013470.1	Nitab13g008610.1
Nitab06g007470.1	Nitab04g030590.1
Nitab18g022800.1	Nitab23g010270.1
Nitab03g018900.1	Nitab17g036920.1
Nitab17g021550.1	Nitab17g016070.1
Nitab20g012090.1	Nitab17g018240.1
Nitab06g016360.1	Nitab13g015590.1
Nitab07g024890.1	Nitab15g006540.1
Nitab11g023730.1	Nitab13g008960.1
Nitab07g009440.1	Nitab19g023010.1
Nitab18g015450.1	Nitab24g021800.1
Nitab01g008760.1	Nitab23g009230.1
Nitab07g024940.1	Nitab01g027630.1
Nitab20g015020.1	Nitab15g019520.1
Nitab01g025460.1	Nitab09g011160.1
Nitab17g019630.1	Nitab17g015470.1
Nitab08g026960.1	Nitab02g027660.1
Nitab14g005580.1	Nitab13g006210.1
Nitab01g010970.1	Nitab12g012660.1
Nitab08g006630.1	Nitab04g008420.1
Nitab06g022150.1	Nitab04g017380.1
Nitab06g031210.1	Nitab15g009000.1
Nitab11g012450.1	Nitab13g008660.1
Nitab07g022030.1	Nitab19g039020.1
Nitab06g022270.1	Nitab04g016610.1
Nitab10g008080.1	Nitab02g007610.1
Nitab10g020120.1	Nitab01g028060.1
Nitab03g034700.1	Nitab03g027100.1
Nitab20g007780.1	Nitab09g015150.1
Nitab11g024880.1	Nitab04g025390.1
Nitab08g006370.1	Nitab22g014050.1
Nitab06g011450.1	Nitab04g029820.1
Nitab03g023550.1	Nitab06g024950.1
Nitab11g010460.1	Nitab20g010450.1
Nitab03g016020.1	Nitab17g014080.1
Nitab11g014330.1	Nitab12g022410.1
Nitab10g010680.1	Nitab02g009700.1
Nitab08g006990.1	Nitab22g009860.1
Nitab14g005510.1	Nitab15g006740.1
Nitab08g007120.1	Nitab15g009490.1
Nitab18g019110.1	Nitab18g024200.1
Nitab20g013780.1	Nitab24g016340.1
Nitab06g027020.1	Nitab04g005890.1
Nitab07g020860.1	Nitab22g010350.1
Nitab08g013660.1	Nitab12g012830.1
Nitab10g006900.1	Nitab23g020370.1
Nitab01g005610.1	Nitab23g005860.1
Nitab13g026010.1	Nitab14g012210.1
Nitab06g024180.1	Nitab04g015310.1
Nitab21g005340.1	Nitab03g035090.1
Nitab01g008990.1	Nitab23g009470.1
Nitab08g018020.1	Nitab22g018970.1
Nitab21g006470.1	Nitab14g020810.1
Nitab20g022660.1	Nitab21g013600.1
Nitab04g026140.1	Nitab04g026150.1
Nitab03g023330.1	Nitab17g032940.1
Nitab10g024750.1	Nitab21g018020.1
Nitab08g011180.1	Nitab12g006410.1
Nitab08g029540.1	Nitab19g021180.1
Nitab16g012090.1	Nitab02g014650.1
Nitab16g024440.1	Nitab12g021590.1
Nitab08g017310.1	Nitab09g019050.1
Nitab10g024710.1	Nitab17g016250.1
Nitab16g011140.1	Nitab12g008280.1
Nitab01g019360.1	Nitab13g010170.1
Nitab13g025830.1	Nitab11g008110.1
Nitab22g031260.1	Nitab19g010280.1
Nitab07g013700.1	Nitab07g013140.1
Nitab16g020290.1	Nitab12g019430.1
Nitab20g017780.1	Nitab23g005060.1
Nitab08g024490.1	Nitab02g018550.1
Nitab03g020550.1	Nitab17g016890.1
