"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1","GO:0009628","response to abiotic stimulus",1163,26,6.41,"1.7e-09"
"2","GO:0009416","response to light stimulus",431,15,2.37,"2.1e-08"
"3","GO:0009314","response to radiation",448,15,2.47,"3.5e-08"
"4","GO:0009266","response to temperature stimulus",286,10,1.58,"4.8e-06"
"5","GO:0009408","response to heat",169,8,0.93,"4.9e-06"
"6","GO:0010099","regulation of photomorphogenesis",26,4,0.14,"1.2e-05"
"7","GO:2000030","regulation of response to red or far red...",28,4,0.15,"1.7e-05"
"8","GO:0009640","photomorphogenesis",35,4,0.19,"4.1e-05"
"9","GO:0071482","cellular response to light stimulus",73,5,0.4,"5.4e-05"
"10","GO:0000302","response to reactive oxygen species",125,6,0.69,"7.1e-05"
"11","GO:0071478","cellular response to radiation",79,5,0.44,"7.8e-05"
"12","GO:0001731","formation of translation preinitiation c...",3,2,0.02,"9.0e-05"
"13","GO:0035352","NAD transmembrane transport",4,2,0.02,"0.00018"
"14","GO:0043132","NAD transport",4,2,0.02,"0.00018"
"15","GO:0006457","protein folding",358,9,1.97,"0.00018"
"16","GO:0055114","oxidation-reduction process",4781,45,26.34,"0.00021"
"17","GO:0006970","response to osmotic stress",311,8,1.71,"0.00036"
"18","GO:0009639","response to red or far red light",111,5,0.61,"0.00039"
"19","GO:0034605","cellular response to heat",30,3,0.17,"0.00060"
"20","GO:0009644","response to high light intensity",31,3,0.17,"0.00066"
"21","GO:0071214","cellular response to abiotic stimulus",131,5,0.72,"0.00082"
"22","GO:0104004","cellular response to environmental stimu...",131,5,0.72,"0.00082"
"23","GO:0050896","response to stimulus",4804,43,26.47,"0.00086"
"24","GO:0048580","regulation of post-embryonic development",204,6,1.12,"0.00098"
"25","GO:0032544","plastid translation",9,2,0.05,"0.00106"
"26","GO:0009094","L-phenylalanine biosynthetic process",10,2,0.06,"0.00132"
"27","GO:1901679","nucleotide transmembrane transport",10,2,0.06,"0.00132"
"28","GO:1902223","erythrose 4-phosphate/phosphoenolpyruvat...",10,2,0.06,"0.00132"
"29","GO:0006353","DNA-templated transcription, termination",11,2,0.06,"0.00161"
"30","GO:1901700","response to oxygen-containing compound",903,13,4.98,"0.00161"
"31","GO:0006979","response to oxidative stress",488,9,2.69,"0.00165"
"32","GO:0007602","phototransduction",44,3,0.24,"0.00185"
"33","GO:0009585","red, far-red light phototransduction",44,3,0.24,"0.00185"
"34","GO:0009583","detection of light stimulus",45,3,0.25,"0.00197"
"35","GO:0042542","response to hydrogen peroxide",45,3,0.25,"0.00197"
"36","GO:0010017","red or far-red light signaling pathway",49,3,0.27,"0.00252"
"37","GO:0071489","cellular response to red or far red ligh...",49,3,0.27,"0.00252"
"38","GO:0051182","coenzyme transport",14,2,0.08,"0.00263"
"39","GO:0009581","detection of external stimulus",50,3,0.28,"0.00267"
"40","GO:0009582","detection of abiotic stimulus",50,3,0.28,"0.00267"
