"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1","GO:0090304","nucleic acid metabolic process",3078,29,10.4,"3.8e-08"
"2","GO:0006139","nucleobase-containing compound metabolic...",3641,30,12.3,"4.1e-07"
"3","GO:0016070","RNA metabolic process",2570,24,8.68,"1.3e-06"
"4","GO:0046483","heterocycle metabolic process",3889,30,13.14,"1.8e-06"
"5","GO:0006725","cellular aromatic compound metabolic pro...",3944,30,13.33,"2.4e-06"
"6","GO:0016071","mRNA metabolic process",184,7,0.62,"2.8e-06"
"7","GO:1901360","organic cyclic compound metabolic proces...",4015,30,13.57,"3.6e-06"
"8","GO:0006996","organelle organization",378,8,1.28,"3.9e-05"
"9","GO:0010467","gene expression",3456,25,11.68,"7.0e-05"
"10","GO:0051276","chromosome organization",209,6,0.71,"7.3e-05"
"11","GO:0016043","cellular component organization",828,11,2.8,"9.1e-05"
"12","GO:0034641","cellular nitrogen compound metabolic pro...",4809,30,16.25,"0.00015"
"13","GO:0006397","mRNA processing",156,5,0.53,"0.00018"
"14","GO:0000375","RNA splicing, via transesterification re...",86,4,0.29,"0.00020"
"15","GO:0000377","RNA splicing, via transesterification re...",86,4,0.29,"0.00020"
"16","GO:0000398","mRNA splicing, via spliceosome",86,4,0.29,"0.00020"
"17","GO:0043170","macromolecule metabolic process",7921,41,26.77,"0.00022"
"18","GO:0006396","RNA processing",530,8,1.79,"0.00039"
"19","GO:0008380","RNA splicing",106,4,0.36,"0.00045"
"20","GO:0071840","cellular component organization or bioge...",1032,11,3.49,"0.00061"
"21","GO:0065003","protein-containing complex assembly",219,5,0.74,"0.00086"
"22","GO:0010629","negative regulation of gene expression",62,3,0.21,"0.00121"
"23","GO:0009892","negative regulation of metabolic process",68,3,0.23,"0.00158"
"24","GO:0010605","negative regulation of macromolecule met...",68,3,0.23,"0.00158"
"25","GO:0046907","intracellular transport",381,6,1.29,"0.00178"
"26","GO:0051649","establishment of localization in cell",383,6,1.29,"0.00183"
"27","GO:0000387","spliceosomal snRNP assembly",21,2,0.07,"0.00226"
"28","GO:0043933","protein-containing complex subunit organ...",274,5,0.93,"0.00232"
"29","GO:0006265","DNA topological change",24,2,0.08,"0.00296"
"30","GO:0022607","cellular component assembly",297,5,1,"0.00327"
"31","GO:0051641","cellular localization",431,6,1.46,"0.00329"
"32","GO:0048519","negative regulation of biological proces...",92,3,0.31,"0.00373"
"33","GO:0000956","nuclear-transcribed mRNA catabolic proce...",29,2,0.1,"0.00430"
"34","GO:0006807","nitrogen compound metabolic process",8977,41,30.34,"0.00464"
"35","GO:0034622","cellular protein-containing complex asse...",201,4,0.68,"0.00475"
"36","GO:0006402","mRNA catabolic process",31,2,0.1,"0.00491"
"37","GO:0006474","N-terminal protein amino acid acetylatio...",2,1,0.01,"0.00675"
"38","GO:0017196","N-terminal peptidyl-methionine acetylati...",2,1,0.01,"0.00675"
"39","GO:0018206","peptidyl-methionine modification",2,1,0.01,"0.00675"
"40","GO:0009987","cellular process",11364,48,38.4,"0.00706"
