"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1","GO:0055114","oxidation-reduction process",2738,13,4.92,"0.00054"
"2","GO:0008610","lipid biosynthetic process",420,5,0.76,"0.00086"
"3","GO:0045944","positive regulation of transcription by ...",76,2,0.14,"0.00823"
"4","GO:0006549","isoleucine metabolic process",7,1,0.01,"0.01252"
"5","GO:0009097","isoleucine biosynthetic process",7,1,0.01,"0.01252"
"6","GO:0045893","positive regulation of transcription, DN...",99,2,0.18,"0.01365"
"7","GO:0045935","positive regulation of nucleobase-contai...",99,2,0.18,"0.01365"
"8","GO:0051254","positive regulation of RNA metabolic pro...",99,2,0.18,"0.01365"
"9","GO:1902680","positive regulation of RNA biosynthetic ...",99,2,0.18,"0.01365"
"10","GO:1903508","positive regulation of nucleic acid-temp...",99,2,0.18,"0.01365"
"11","GO:0016053","organic acid biosynthetic process",525,4,0.94,"0.01406"
"12","GO:0046394","carboxylic acid biosynthetic process",525,4,0.94,"0.01406"
"13","GO:0009891","positive regulation of biosynthetic proc...",108,2,0.19,"0.01610"
"14","GO:0010557","positive regulation of macromolecule bio...",108,2,0.19,"0.01610"
"15","GO:0010604","positive regulation of macromolecule met...",108,2,0.19,"0.01610"
"16","GO:0010628","positive regulation of gene expression",108,2,0.19,"0.01610"
"17","GO:0031328","positive regulation of cellular biosynth...",108,2,0.19,"0.01610"
"18","GO:0051173","positive regulation of nitrogen compound...",108,2,0.19,"0.01610"
"19","GO:0006357","regulation of transcription by RNA polym...",110,2,0.2,"0.01666"
"20","GO:1901576","organic substance biosynthetic process",4464,14,8.03,"0.01683"
"21","GO:0009893","positive regulation of metabolic process",113,2,0.2,"0.01753"
"22","GO:0031325","positive regulation of cellular metaboli...",113,2,0.2,"0.01753"
"23","GO:0048522","positive regulation of cellular process",123,2,0.22,"0.02056"
"24","GO:0006629","lipid metabolic process",895,5,1.61,"0.02083"
"25","GO:0048518","positive regulation of biological proces...",124,2,0.22,"0.02087"
"26","GO:0006355","regulation of transcription, DNA-templat...",1590,7,2.86,"0.02088"
"27","GO:1903506","regulation of nucleic acid-templated tra...",1590,7,2.86,"0.02088"
"28","GO:2001141","regulation of RNA biosynthetic process",1590,7,2.86,"0.02088"
"29","GO:0051252","regulation of RNA metabolic process",1595,7,2.87,"0.02121"
"30","GO:0050794","regulation of cellular process",2378,9,4.28,"0.02136"
"31","GO:0019219","regulation of nucleobase-containing comp...",1608,7,2.89,"0.02208"
"32","GO:0009889","regulation of biosynthetic process",1611,7,2.9,"0.02228"
"33","GO:0010556","regulation of macromolecule biosynthetic...",1611,7,2.9,"0.02228"
"34","GO:0031326","regulation of cellular biosynthetic proc...",1611,7,2.9,"0.02228"
"35","GO:2000112","regulation of cellular macromolecule bio...",1611,7,2.9,"0.02228"
"36","GO:0006633","fatty acid biosynthetic process",133,2,0.24,"0.02378"
"37","GO:0009058","biosynthetic process",4652,14,8.37,"0.02392"
"38","GO:0050789","regulation of biological process",2453,9,4.41,"0.02567"
"39","GO:0051171","regulation of nitrogen compound metaboli...",1661,7,2.99,"0.02589"
"40","GO:0080090","regulation of primary metabolic process",1661,7,2.99,"0.02589"
