Nsyl,Ntom,HEB,p_value,q_value
Nitab20g005200.1,Nitab13g011020.1,-3.79051133901785,0.0,0.0
Nitab20g009720.1,Nitab22g021620.1,-3.690772966906067,0.0,0.0
Nitab20g011450.1,Nitab24g015710.1,-3.4321110126377845,0.0,0.0
Nitab20g015180.1,Nitab15g021330.1,-3.9697004931072732,0.0,0.0
Nitab20g015260.1,Nitab15g021480.1,-4.634541655672543,0.0,0.0
Nitab20g015880.1,Nitab13g008100.1,-3.4985242078050773,0.0,0.0
Nitab20g017470.1,Nitab23g019380.1,-6.538864620032902,0.0,0.0
Nitab20g017570.1,Nitab12g019850.1,-3.3882276628165133,0.0,0.0
Nitab20g019220.1,Nitab23g006630.1,-3.5996549013999037,0.0,0.0
Nitab20g022040.1,Nitab15g008660.1,-3.6687581111190344,0.0,0.0
Nitab20g023410.1,Nitab13g006560.1,-4.533971804512374,0.0,0.0
Nitab20g023580.1,Nitab13g016470.1,-3.6809679923789913,0.0,0.0
Nitab20g023470.1,Nitab15g007070.1,-8.006055548435345,0.0,0.0
Nitab20g023810.1,Nitab14g009960.1,-6.03437390515723,0.0,0.0
Nitab20g025100.1,Nitab09g021590.1,-5.703067041699642,0.0,0.0
Nitab20g025230.1,Nitab14g010360.1,-5.202578151168933,0.0,0.0
Nitab20g024970.1,Nitab09g021640.1,-3.3239828299784344,0.0,0.0
Nitab08g006080.1,Nitab04g006630.1,-3.7710287333277295,0.0,0.0
Nitab08g007640.1,Nitab22g008960.1,-7.406534726359693,0.0,0.0
Nitab08g010540.1,Nitab19g013360.1,-3.56628945368743,0.0,0.0
Nitab08g011450.1,Nitab12g012730.1,-5.195300763159294,0.0,0.0
Nitab08g012190.1,Nitab23g014310.1,-4.782624371598696,0.0,0.0
Nitab08g014460.1,Nitab22g015860.1,-3.3466922795101897,0.0,0.0
Nitab08g014650.1,Nitab22g015690.1,-4.442313365084967,0.0,0.0
Nitab08g016620.1,Nitab22g019600.1,-3.389790564064158,0.0,0.0
Nitab08g017020.1,Nitab17g010890.1,-3.1741728477109277,0.0,0.0
Nitab08g017480.1,Nitab09g019410.1,-5.09151784321553,0.0,0.0
Nitab08g017880.1,Nitab13g018410.1,-6.978543453494707,0.0,0.0
Nitab08g018760.1,Nitab02g009030.1,-6.778863421937726,0.0,0.0
Nitab08g020060.1,Nitab22g016630.1,-5.340759953420669,0.0,0.0
Nitab08g020980.1,Nitab24g020420.1,-3.267887616584685,0.0,0.0
Nitab08g022100.1,Nitab04g019320.1,-3.352949868156105,0.0,0.0
Nitab08g023850.1,Nitab21g014030.1,-3.648437608697979,0.0,0.0
Nitab08g024040.1,Nitab02g019220.1,-3.260785179757418,0.0,0.0
Nitab08g024170.1,Nitab21g015160.1,-4.358704516634361,0.0,0.0
Nitab08g024140.1,Nitab21g015060.1,-3.6431483353826244,0.0,0.0
Nitab08g025090.1,Nitab12g018260.1,-5.901938458495415,0.0,0.0
Nitab08g027170.1,Nitab02g025910.1,-4.926370969041421,0.0,0.0
Nitab08g029380.1,Nitab18g024760.1,-3.675817033506438,0.0,0.0
Nitab08g029620.1,Nitab18g023720.1,-5.676001275238418,0.0,0.0
Nitab08g029860.1,Nitab18g025640.1,-4.0773656913201055,0.0,0.0
Nitab09g007540.1,Nitab18g024030.1,-3.242537676196779,0.0,0.0
Nitab09g018250.1,Nitab09g018430.1,-4.014682507906815,0.0,0.0
Nitab12g024900.1,Nitab21g016010.1,-3.5168843557888603,0.0,0.0
Nitab06g005000.1,Nitab19g033700.1,-6.068041407345261,0.0,0.0
Nitab06g006440.1,Nitab13g011170.1,-3.5120724564276973,0.0,0.0
Nitab06g008660.1,Nitab04g026620.1,-3.791727899007994,0.0,0.0
Nitab06g009340.1,Nitab04g028810.1,-3.9290362699071144,0.0,0.0
Nitab06g009590.1,Nitab04g005390.1,-3.6151551390458283,0.0,0.0
Nitab06g010890.1,Nitab04g026280.1,-3.880349165075986,0.0,0.0
Nitab06g012530.1,Nitab02g010470.1,-4.813500230406257,0.0,0.0
Nitab06g016180.1,Nitab13g015540.1,-3.1921975699407206,0.0,0.0
Nitab06g016910.1,Nitab04g021830.1,-3.4065642980902275,0.0,0.0
Nitab06g018250.1,Nitab19g030750.1,-6.778666747283754,0.0,0.0
Nitab06g019190.1,Nitab17g007970.1,-4.9080572137035015,0.0,0.0
Nitab06g020000.1,Nitab04g019150.1,-4.862398157447314,0.0,0.0
Nitab06g021660.1,Nitab04g016600.1,-3.8815162348251233,0.0,0.0
Nitab06g022750.1,Nitab04g018130.1,-4.545707412483043,0.0,0.0
Nitab06g022850.1,Nitab04g016050.1,-3.4385819520838283,0.0,0.0
Nitab06g024220.1,Nitab12g021090.1,-4.339978676097033,0.0,0.0
Nitab06g026950.1,Nitab04g005800.1,-5.089465870391134,0.0,0.0
Nitab06g027610.1,Nitab04g024520.1,-4.195362543025736,0.0,0.0
Nitab06g027770.1,Nitab04g006700.1,-5.792756647118161,0.0,0.0
Nitab06g028090.1,Nitab23g016070.1,-5.650875191376715,0.0,0.0
Nitab06g028820.1,Nitab14g015560.1,-5.6505256760476685,0.0,0.0
Nitab06g028710.1,Nitab15g010020.1,-8.040625974387197,0.0,0.0
Nitab06g029090.1,Nitab15g009760.1,-5.269421894364946,0.0,0.0
Nitab06g029720.1,Nitab15g009660.1,-3.7747720686668282,0.0,0.0
Nitab06g029530.1,Nitab22g014250.1,-5.416531177043537,0.0,0.0
Nitab06g029910.1,Nitab21g018790.1,-3.4596255058072694,0.0,0.0
Nitab06g030030.1,Nitab04g009070.1,-4.105496575661046,0.0,0.0
Nitab06g031790.1,Nitab17g007380.1,-3.4192153286452616,0.0,0.0
Nitab06g033710.1,Nitab04g012330.1,-3.2446505089363264,0.0,0.0
Nitab13g016280.1,Nitab13g016120.1,-3.312068579430009,0.0,0.0
Nitab13g017300.1,Nitab02g027650.1,-3.6246667874335063,0.0,0.0
Nitab13g017440.1,Nitab21g018290.1,-3.2142778587239915,0.0,0.0
Nitab13g027130.1,Nitab02g012160.1,-3.988534987480069,0.0,0.0
Nitab03g007240.1,Nitab17g017500.1,-3.452328794239779,0.0,0.0
Nitab03g007860.1,Nitab17g028250.1,-5.3653544029442175,0.0,0.0
Nitab03g009040.1,Nitab17g038110.1,-3.9741789288271665,0.0,0.0
Nitab03g009370.1,Nitab19g026500.1,-3.4060544338975753,0.0,0.0
Nitab03g011240.1,Nitab04g014850.1,-3.4980302839204698,0.0,0.0
Nitab03g011380.1,Nitab02g011030.1,-5.74805311448926,0.0,0.0
Nitab03g011830.1,Nitab17g020980.1,-5.457785869064498,0.0,0.0
Nitab03g012480.1,Nitab23g024200.1,-5.000089806408002,0.0,0.0
Nitab03g012870.1,Nitab14g019110.1,-8.894615215197247,0.0,0.0
Nitab03g013890.1,Nitab17g023590.1,-5.218772523076151,0.0,0.0
Nitab03g014250.1,Nitab17g014490.1,-3.1269341638918227,0.0,0.0
Nitab03g014780.1,Nitab17g039570.1,-3.5153628938350057,0.0,0.0
Nitab03g014800.1,Nitab17g039560.1,-5.572054997289367,0.0,0.0
Nitab03g014810.1,Nitab24g025100.1,-6.257093608922599,0.0,0.0
Nitab03g016470.1,Nitab17g024390.1,-6.482302193498196,0.0,0.0
Nitab03g018440.1,Nitab14g018430.1,-4.186405218590665,0.0,0.0
