Nsyl,Ntom,HEB,p_value,q_value
Nitab20g006000.1,Nitab24g024580.1,3.8516411884618798,0.0,0.0
Nitab20g007780.1,Nitab09g015150.1,3.2367134287839163,0.0,0.0
Nitab20g007880.1,Nitab24g022920.1,3.393870492792573,0.0,0.0
Nitab20g009520.1,Nitab09g014530.1,5.330110685034814,0.0,0.0
Nitab20g010310.1,Nitab12g010990.1,5.205838222291288,0.0,0.0
Nitab20g012470.1,Nitab12g011510.1,3.254828358128295,0.0,0.0
Nitab20g012900.1,Nitab20g013060.1,3.812119850342408,0.0,0.0
Nitab20g013780.1,Nitab24g016340.1,5.266898388791347,0.0,0.0
Nitab20g014510.1,Nitab24g018550.1,3.2807157075932087,0.0,0.0
Nitab20g015920.1,Nitab04g025080.1,3.7010749342430382,0.0,0.0
Nitab20g017780.1,Nitab23g005060.1,3.4882807535983025,0.0,0.0
Nitab20g019340.1,Nitab04g025010.1,4.060365390844996,0.0,0.0
Nitab20g020480.1,Nitab04g008720.1,3.7212983230387544,0.0,0.0
Nitab20g021260.1,Nitab19g034010.1,5.932534780312094,0.0,0.0
Nitab20g021580.1,Nitab22g008720.1,4.435892399672413,0.0,0.0
Nitab20g023040.1,Nitab15g007520.1,3.1800994600986057,0.0,0.0
Nitab20g023160.1,Nitab15g007430.1,3.7965727994606704,0.0,0.0
Nitab20g024410.1,Nitab15g006120.1,6.229343211512706,0.0,0.0
Nitab08g006210.1,Nitab22g013900.1,3.2739205378312035,0.0,0.0
Nitab08g006630.1,Nitab04g008420.1,4.070012501441958,0.0,0.0
Nitab08g007580.1,Nitab18g025980.1,5.5403665312963275,0.0,0.0
Nitab08g010280.1,Nitab22g006180.1,3.8245004495449413,0.0,0.0
Nitab08g010470.1,Nitab22g006020.1,4.129356815751588,0.0,0.0
Nitab08g016420.1,Nitab02g011910.1,5.603704592473765,0.0,0.0
Nitab08g017310.1,Nitab09g019050.1,3.805130425642405,0.0,0.0
Nitab08g018110.1,Nitab22g022860.1,3.6886842497780057,0.0,0.0
Nitab08g021540.1,Nitab24g018450.1,4.9710218156207775,0.0,0.0
Nitab08g023150.1,Nitab21g013560.1,4.205292335500947,0.0,0.0
Nitab08g023970.1,Nitab21g014270.1,4.229062024361005,0.0,0.0
Nitab08g024190.1,Nitab02g018910.1,4.500062453194216,0.0,0.0
Nitab08g026850.1,Nitab02g027470.1,3.500191582187112,0.0,0.0
Nitab09g006130.1,Nitab18g025190.1,9.009103524012088,0.0,0.0
