"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1","GO:0010469","regulation of signaling receptor activit...",9,3,0.07,"4.0e-05"
"2","GO:0006355","regulation of transcription, DNA-templat...",2885,43,22.94,"5.2e-05"
"3","GO:0055114","oxidation-reduction process",4781,62,38.01,"6.5e-05"
"4","GO:1903506","regulation of nucleic acid-templated tra...",2930,43,23.29,"7.4e-05"
"5","GO:2001141","regulation of RNA biosynthetic process",2930,43,23.29,"7.4e-05"
"6","GO:0051252","regulation of RNA metabolic process",2961,43,23.54,"9.4e-05"
"7","GO:2000112","regulation of cellular macromolecule bio...",3018,43,23.99,"0.00014"
"8","GO:0031326","regulation of cellular biosynthetic proc...",3117,44,24.78,"0.00015"
"9","GO:0009889","regulation of biosynthetic process",3134,44,24.91,"0.00017"
"10","GO:0019219","regulation of nucleobase-containing comp...",3043,43,24.19,"0.00017"
"11","GO:0010556","regulation of macromolecule biosynthetic...",3063,43,24.35,"0.00020"
"12","GO:0031323","regulation of cellular metabolic process",3670,49,29.18,"0.00022"
"13","GO:0090558","plant epidermis development",109,6,0.87,"0.00025"
"14","GO:0006351","transcription, DNA-templated",3199,44,25.43,"0.00026"
"15","GO:0080090","regulation of primary metabolic process",3633,48,28.88,"0.00033"
"16","GO:0050794","regulation of cellular process",5500,66,43.72,"0.00035"
"17","GO:0034097","response to cytokine",4,2,0.03,"0.00037"
"18","GO:0097659","nucleic acid-templated transcription",3270,44,26,"0.00041"
"19","GO:0051171","regulation of nitrogen compound metaboli...",3572,47,28.4,"0.00042"
"20","GO:0010054","trichoblast differentiation",19,3,0.15,"0.00044"
"21","GO:0048764","trichoblast maturation",19,3,0.15,"0.00044"
"22","GO:0048765","root hair cell differentiation",19,3,0.15,"0.00044"
"23","GO:0080147","root hair cell development",19,3,0.15,"0.00044"
"24","GO:0048469","cell maturation",20,3,0.16,"0.00051"
"25","GO:0009953","dorsal/ventral pattern formation",5,2,0.04,"0.00062"
"26","GO:0048262","determination of dorsal/ventral asymmetr...",5,2,0.04,"0.00062"
"27","GO:0032774","RNA biosynthetic process",3368,44,26.78,"0.00076"
"28","GO:0080022","primary root development",6,2,0.05,"0.00093"
"29","GO:0010468","regulation of gene expression",3306,43,26.28,"0.00096"
"30","GO:0048523","negative regulation of cellular process",525,12,4.17,"0.00112"
"31","GO:0010053","root epidermal cell differentiation",27,3,0.21,"0.00126"
"32","GO:0090627","plant epidermal cell differentiation",27,3,0.21,"0.00126"
"33","GO:0019222","regulation of metabolic process",4004,49,31.83,"0.00153"
"34","GO:0043086","negative regulation of catalytic activit...",273,8,2.17,"0.00164"
"35","GO:0006952","defense response",550,12,4.37,"0.00166"
"36","GO:0006569","tryptophan catabolic process",8,2,0.06,"0.00171"
"37","GO:0009310","amine catabolic process",8,2,0.06,"0.00171"
"38","GO:0009855","determination of bilateral symmetry",8,2,0.06,"0.00171"
"39","GO:0019441","tryptophan catabolic process to kynureni...",8,2,0.06,"0.00171"
"40","GO:0042402","cellular biogenic amine catabolic proces...",8,2,0.06,"0.00171"
