"","GO.ID","Term","Annotated","Significant","Expected","classic"
"1","GO:0055085","transmembrane transport",2476,59,29.04,"1.9e-07"
"2","GO:0005975","carbohydrate metabolic process",2036,45,23.88,"3.9e-05"
"3","GO:0042594","response to starvation",81,7,0.95,"4.8e-05"
"4","GO:0031667","response to nutrient levels",98,7,1.15,"0.00016"
"5","GO:0019252","starch biosynthetic process",35,4,0.41,"0.00073"
"6","GO:0006517","protein deglycosylation",4,2,0.05,"0.00081"
"7","GO:0032787","monocarboxylic acid metabolic process",599,17,7.03,"0.00082"
"8","GO:0009991","response to extracellular stimulus",132,7,1.55,"0.00098"
"9","GO:0006810","transport",4569,76,53.59,"0.00108"
"10","GO:1902456","regulation of stomatal opening",18,3,0.21,"0.00115"
"11","GO:0051234","establishment of localization",4656,77,54.61,"0.00117"
"12","GO:0051179","localization",4726,77,55.43,"0.00176"
"13","GO:1990069","stomatal opening",21,3,0.25,"0.00182"
"14","GO:0044262","cellular carbohydrate metabolic process",648,17,7.6,"0.00190"
"15","GO:0019752","carboxylic acid metabolic process",1516,31,17.78,"0.00214"
"16","GO:0006289","nucleotide-excision repair",80,5,0.94,"0.00254"
"17","GO:0033500","carbohydrate homeostasis",24,3,0.28,"0.00270"
"18","GO:0016567","protein ubiquitination",799,19,9.37,"0.00316"
"19","GO:0043436","oxoacid metabolic process",1560,31,18.3,"0.00327"
"20","GO:0006082","organic acid metabolic process",1564,31,18.34,"0.00340"
"21","GO:0044211","CTP salvage",8,2,0.09,"0.00367"
"22","GO:0006081","cellular aldehyde metabolic process",89,5,1.04,"0.00402"
"23","GO:0046496","nicotinamide nucleotide metabolic proces...",215,8,2.52,"0.00407"
"24","GO:0042908","xenobiotic transport",129,6,1.51,"0.00427"
"25","GO:0019362","pyridine nucleotide metabolic process",217,8,2.54,"0.00430"
"26","GO:0032446","protein modification by small protein co...",829,19,9.72,"0.00468"
"27","GO:0006013","mannose metabolic process",9,2,0.11,"0.00468"
"28","GO:0005982","starch metabolic process",58,4,0.68,"0.00481"
"29","GO:0016053","organic acid biosynthetic process",838,19,9.83,"0.00523"
"30","GO:0046394","carboxylic acid biosynthetic process",838,19,9.83,"0.00523"
"31","GO:0070647","protein modification by small protein co...",963,21,11.29,"0.00530"
"32","GO:0006096","glycolytic process",136,6,1.6,"0.00551"
"33","GO:0006757","ATP generation from ADP",136,6,1.6,"0.00551"
"34","GO:0042866","pyruvate biosynthetic process",136,6,1.6,"0.00551"
"35","GO:0046031","ADP metabolic process",136,6,1.6,"0.00551"
"36","GO:0008655","pyrimidine-containing compound salvage",10,2,0.12,"0.00580"
"37","GO:0010138","pyrimidine ribonucleotide salvage",10,2,0.12,"0.00580"
"38","GO:0032262","pyrimidine nucleotide salvage",10,2,0.12,"0.00580"
"39","GO:0043097","pyrimidine nucleoside salvage",10,2,0.12,"0.00580"
"40","GO:0044206","UMP salvage",10,2,0.12,"0.00580"
